Code département,Département,Code commune,Commune,Inscrits,Votants,Exprimés,Extrême gauche,Parti communiste,Parti socialiste,Radicaux de gauche,Divers gauche,Ecolo,Divers,Rassemblement pour la République,Union pour la Démocratie Française,Divers droite,Front National,Extrême droite
6,ALPES-MARITIMES,157,VENCE,10065,6732,6496,111,524,1252,0,21,306,114,1341,0,1553,1196,78
6,ALPES-MARITIMES,161,VILLENEUVE-LOUBET,7947,5328,5214,69,213,715,0,19,193,69,562,0,2445,865,64
7,ARDECHE,10,ANNONAY,11833,7266,6935,0,778,0,2163,250,456,155,1919,0,288,926,0
7,ARDECHE,19,AUBENAS,7200,5066,4853,0,455,1497,0,0,331,0,1629,0,151,790,0
7,ARDECHE,102,GUILHERAND-GRANGES,7591,5166,4965,0,273,0,1425,117,327,98,1947,0,152,626,0
7,ARDECHE,186,PRIVAS,5868,3811,3633,0,309,1116,0,0,267,0,0,1125,387,429,0
7,ARDECHE,324,TOURNON-SUR-RHONE,6418,4318,4133,0,270,0,1419,125,318,62,1170,0,179,590,0
8,ARDENNES,105,CHARLEVILLE-MEZIERES,30353,19000,18399,601,2155,5004,0,162,976,0,0,4801,380,4296,24
8,ARDENNES,363,REVIN,5072,3567,3438,106,542,1223,0,0,184,0,0,709,31,631,12
8,ARDENNES,409,SEDAN,11035,7401,7224,294,515,2184,0,0,270,0,2342,0,68,1551,0
9,ARIEGE,122,FOIX,6062,4270,4050,104,387,1901,0,133,246,81,791,0,104,303,0
9,ARIEGE,225,PAMIERS,8871,6401,6149,53,756,1877,0,92,244,284,0,0,2182,661,0
10,AUBE,81,LA CHAPELLE-SAINT-LUC,7190,4490,4306,182,381,972,264,0,240,0,1099,0,61,1107,0
10,AUBE,323,ROMILLY-SUR-SEINE,9086,5980,5763,144,1534,650,737,0,317,0,1264,0,76,1041,0
10,AUBE,333,SAINT-ANDRE-LES-VERGERS,7735,4982,4766,153,315,1396,0,0,305,0,940,598,192,867,0
10,AUBE,362,SAINTE-SAVINE,6997,4485,4323,146,322,973,252,0,343,0,1353,0,115,819,0
10,AUBE,387,TROYES,31038,19522,18768,619,1354,4451,325,0,1182,85,4382,1381,1185,3804,0
11,AUDE,69,CARCASSONNE,28742,19931,19089,225,2645,5630,0,313,806,259,0,5055,616,3540,0
11,AUDE,76,CASTELNAUDARY,7176,5242,4986,0,327,1772,0,60,224,60,1749,0,141,653,0
11,AUDE,206,LIMOUX,6698,5087,4881,0,427,2456,0,61,172,50,1119,0,108,488,0
11,AUDE,262,NARBONNE,31697,21978,20982,199,2467,5919,0,405,1008,274,5046,0,1804,3792,68
12,AVEYRON,145,MILLAU,15907,11531,10790,524,1021,3025,0,0,572,0,4251,0,360,1037,0
12,AVEYRON,176,ONET-LE-CHATEAU,6585,4958,4713,0,481,1326,0,0,255,0,298,1843,141,369,0
12,AVEYRON,202,RODEZ,14699,9919,9374,0,578,2623,0,0,680,0,1096,3441,248,708,0
12,AVEYRON,300,VILLEFRANCHE-DE-ROUERGUE,8553,6279,5950,0,297,0,2934,80,0,0,0,2086,91,462,0
13,BOUCHES-DU-RHONE,1,AIX-EN-PROVENCE,74829,48214,46534,360,3242,7684,4402,426,2786,1520,6374,5304,5684,8698,54
13,BOUCHES-DU-RHONE,2,ALLAUCH,14176,9336,8959,0,1862,1955,0,0,354,280,1404,0,814,2290,0
13,BOUCHES-DU-RHONE,4,ARLES,32715,22494,21619,480,3558,6593,0,269,911,240,0,0,4885,4683,0
13,BOUCHES-DU-RHONE,5,AUBAGNE,26367,18375,17760,0,7268,1335,0,0,750,228,0,4060,463,3656,0
13,BOUCHES-DU-RHONE,14,BERRE-L'ETANG,7176,5105,4935,5,810,1585,0,16,175,115,451,0,42,1736,0
13,BOUCHES-DU-RHONE,15,BOUC-BEL-AIR,8636,5774,5568,0,1419,709,0,0,140,81,1281,0,648,1290,0
13,BOUCHES-DU-RHONE,26,CHATEAUNEUF-LES-MARTIGUES,7794,6138,5971,9,367,3154,0,13,201,110,530,0,51,1536,0
13,BOUCHES-DU-RHONE,27,CHATEAURENARD,7828,5539,5317,0,546,1042,0,0,332,39,1592,0,170,1596,0
13,BOUCHES-DU-RHONE,28,LA CIOTAT,22996,15189,14642,0,4711,1637,0,0,774,179,0,3462,326,3553,0
13,BOUCHES-DU-RHONE,39,FOS-SUR-MER,9015,6328,6041,200,1094,1540,0,0,365,136,0,1437,85,1184,0
13,BOUCHES-DU-RHONE,41,GARDANNE,12115,8152,7942,0,4189,545,0,0,136,106,568,0,606,1792,0
13,BOUCHES-DU-RHONE,47,ISTRES,24941,18753,18100,479,1903,5952,0,0,1307,329,0,5170,168,2792,0
13,BOUCHES-DU-RHONE,54,MARIGNANE,19596,13734,13245,38,781,3701,0,58,622,364,1666,0,162,5853,0
13,BOUCHES-DU-RHONE,55,MARSEILLE,414366,255604,248268,4852,33881,52695,3740,5103,9193,4477,23277,43345,3531,64083,91
13,BOUCHES-DU-RHONE,56,MARTIGUES,28688,20434,19753,444,7269,2042,0,0,1230,339,0,4495,167,3767,0
13,BOUCHES-DU-RHONE,63,MIRAMAS,14162,9858,9464,220,2813,1110,0,666,354,151,0,0,1713,2437,0
13,BOUCHES-DU-RHONE,71,LES PENNES-MIRABEAU,14757,9048,8728,0,2402,1454,0,0,211,280,1317,0,483,2581,0
13,BOUCHES-DU-RHONE,75,PLAN-DE-CUQUES,7516,4778,4581,0,877,753,0,0,136,159,869,0,477,1310,0
13,BOUCHES-DU-RHONE,77,PORT-DE-BOUC,10373,7399,7226,96,4129,392,0,0,213,108,0,1069,41,1178,0
13,BOUCHES-DU-RHONE,81,ROGNAC,7585,5084,4892,9,597,1440,0,23,270,181,619,0,69,1684,0
13,BOUCHES-DU-RHONE,97,SAINT-MARTIN-DE-CRAU,7339,5370,5126,120,406,2132,0,72,219,79,0,0,1130,968,0
13,BOUCHES-DU-RHONE,100,SAINT-REMY-DE-PROVENCE,6992,4856,4633,0,401,1577,0,0,307,46,1263,0,157,882,0
13,BOUCHES-DU-RHONE,103,SALON-DE-PROVENCE,21840,14968,14314,0,937,0,2909,0,929,432,0,3962,485,4660,0
13,BOUCHES-DU-RHONE,106,SEPTEMES-LES-VALLONS,7125,4779,4614,0,1999,513,0,0,109,160,469,0,184,1180,0
13,BOUCHES-DU-RHONE,108,TARASCON,8295,5731,5508,110,400,1232,0,78,135,68,0,0,2145,1340,0
13,BOUCHES-DU-RHONE,117,VITROLLES,21166,14567,14197,37,1468,4135,0,88,743,460,1648,0,118,5500,0
14,CALVADOS,47,BAYEUX,10053,6178,5892,0,410,1831,0,91,488,0,0,2195,355,522,0
14,CALVADOS,118,CAEN,63662,37946,36522,265,2775,11619,0,912,3568,0,3551,9077,1325,3430,0
14,CALVADOS,327,HEROUVILLE-SAINT-CLAIR,12415,7814,7512,294,1002,2641,0,376,917,0,1348,0,128,806,0
14,CALVADOS,366,LISIEUX,14833,9722,9292,0,492,3484,0,300,613,0,2531,0,939,933,0
14,CALVADOS,437,MONDEVILLE,6827,4532,4299,141,561,1906,0,111,321,0,742,0,100,417,0
14,CALVADOS,762,VIRE,9342,6060,5616,0,317,0,1678,76,463,98,0,2265,169,550,0
15,CANTAL,14,AURILLAC,20180,13696,12998,177,738,4934,0,2167,0,0,0,3735,494,753,0
16,CHARENTE,15,ANGOULEME,25638,16002,15376,490,1071,4870,0,173,1173,0,0,5479,440,1680,0
16,CHARENTE,102,COGNAC,12273,7537,7158,0,662,2081,0,216,488,0,2583,0,396,732,0
16,CHARENTE,374,SOYAUX,6067,4040,3850,127,315,1557,0,0,264,0,0,951,113,523,0
17,CHARENTE-MARITIME,299,ROCHEFORT,15617,9596,9129,0,736,2506,0,240,634,507,0,3058,336,1112,0
17,CHARENTE-MARITIME,300,LA ROCHELLE,43855,27880,27094,352,2434,0,12774,0,1605,49,0,6619,790,2471,0
17,CHARENTE-MARITIME,306,ROYAN,13143,8495,8131,0,635,505,1264,0,475,0,1072,2364,695,1121,0
17,CHARENTE-MARITIME,415,SAINTES,18490,11633,11174,0,1372,3841,0,200,871,0,0,3503,348,1039,0
18,CHER,33,BOURGES,47065,29029,27577,987,6771,2671,0,3257,908,0,7481,854,1108,3540,0
18,CHER,197,SAINT-AMAND-MONTROND,8382,5399,5055,163,557,1378,0,350,0,0,1666,0,331,610,0
18,CHER,205,SAINT-DOULCHARD,6153,4127,3861,192,857,672,0,105,0,0,0,1294,185,556,0
18,CHER,279,VIERZON,19847,13343,12719,751,4006,2219,0,352,0,0,0,3052,333,2006,0
19,CORREZE,31,BRIVE-LA-GAILLARDE,33352,23665,22463,0,2226,6312,0,0,915,0,7068,0,3831,2111,0
19,CORREZE,272,TULLE,10856,7905,7468,0,1384,2620,0,134,0,0,2956,0,0,374,0
19,CORREZE,275,USSEL,7148,5290,4912,0,533,1272,0,0,294,0,2347,0,139,327,0
2A,CORSE-DU-SUD,4,AJACCIO,26530,15652,15020,0,2457,277,0,2740,547,383,685,4712,1670,1549,0
2A,CORSE-DU-SUD,247,PORTO-VECCHIO,5643,3759,3679,0,419,176,0,4,62,55,1304,0,1393,266,0
2B,HAUTE-CORSE,33,BASTIA,17469,10873,10431,0,1582,0,4152,0,313,482,3102,0,0,800,0
21,COTE-D'OR,54,BEAUNE,12935,8466,8104,285,217,2561,0,0,408,0,2706,0,492,1435,0
21,COTE-D'OR,166,CHENOVE,9518,5958,5773,239,364,0,0,2248,292,0,0,0,908,1722,0
21,COTE-D'OR,171,CHEVIGNY-SAINT-SAUVEUR,6218,4209,4055,168,222,0,0,1029,333,0,0,0,1594,709,0
21,COTE-D'OR,231,DIJON,75640,49056,47303,2218,2342,10490,0,2271,3468,436,12817,0,5156,8105,0
21,COTE-D'OR,278,FONTAINE-LES-DIJON,6085,4431,4239,143,115,993,0,0,320,72,1403,0,676,517,0
21,COTE-D'OR,515,QUETIGNY,5013,3512,3344,224,275,0,0,1089,462,0,0,0,700,594,0
21,COTE-D'OR,617,TALANT,8316,5398,5178,205,222,1390,0,0,477,59,1343,0,622,860,0
22,COTES-D'ARMOR,50,DINAN,7716,5265,5075,0,240,1980,0,29,363,0,784,1131,127,421,0
22,COTES-D'ARMOR,93,LAMBALLE,7440,5388,5127,0,383,1927,0,0,407,0,1913,0,95,372,30
22,COTES-D'ARMOR,113,LANNION,12430,8231,7921,530,818,3040,0,0,702,202,0,2123,0,506,0
22,COTES-D'ARMOR,136,LOUDEAC,7139,5147,4899,0,235,2208,0,0,338,0,1792,0,59,246,21
22,COTES-D'ARMOR,187,PLERIN,8393,6179,5880,265,801,1491,0,145,754,20,1769,0,127,508,0
22,COTES-D'ARMOR,215,PLOUFRAGAN,7730,5483,5245,192,1948,935,0,97,423,19,1184,0,77,370,0
22,COTES-D'ARMOR,278,SAINT-BRIEUC,32122,20352,19599,878,2480,5683,0,536,1978,60,5971,0,412,1601,0
23,CREUSE,96,GUERET,9464,6565,6258,69,652,2435,0,15,263,49,1383,758,315,319,0
24,DORDOGNE,37,BERGERAC,21093,13379,12699,0,0,2111,0,3155,594,0,4291,0,567,1981,0
24,DORDOGNE,322,PERIGUEUX,19030,13503,12876,0,1542,3784,0,0,903,0,5016,0,493,1138,0
24,DORDOGNE,520,SARLAT-LA-CANEDA,7014,5195,4951,0,737,1582,0,0,328,0,1830,0,88,386,0
25,DOUBS,31,AUDINCOURT,8398,5546,5314,678,363,1496,0,332,0,0,1117,0,91,1237,0
25,DOUBS,56,BESANCON,61451,39964,37986,2998,1894,11097,0,0,3343,224,4564,5664,2224,5978,0
25,DOUBS,388,MONTBELIARD,16514,10784,10293,740,501,2725,0,0,722,157,3242,0,307,1899,0
25,DOUBS,462,PONTARLIER,11296,7398,6861,295,396,2169,0,0,376,120,2043,0,361,1101,0
25,DOUBS,580,VALENTIGNEY,7556,4889,4691,274,201,1378,0,636,0,0,1222,0,94,886,0
26,DROME,57,BOURG-DE-PEAGE,6386,3989,3795,83,253,1080,0,41,262,92,0,877,136,971,0
26,DROME,58,BOURG-LES-VALENCE,12249,8023,7683,217,577,2776,0,134,256,44,2227,0,178,1246,28
26,DROME,198,MONTELIMAR,18967,12882,12346,0,0,2898,0,1619,746,0,0,4287,380,2103,313
26,DROME,235,PIERRELATTE,7299,5007,4748,0,0,994,0,456,219,0,0,1351,131,1320,277
26,DROME,281,ROMANS-SUR-ISERE,18758,12066,11681,219,881,3332,0,66,845,336,0,2749,354,2899,0
26,DROME,362,VALENCE,37004,23877,23083,468,1393,7647,0,335,750,127,8201,0,633,3474,55
27,EURE,56,BERNAY,7266,4632,4404,342,312,1220,0,0,311,0,0,1584,134,501,0
27,EURE,229,EVREUX,25162,16598,15923,454,1933,2001,1891,50,1553,0,4376,0,860,2743,62
27,EURE,284,GISORS,6395,4434,4276,0,1973,454,0,0,203,0,854,0,122,637,33
27,EURE,375,LOUVIERS,10455,6435,6103,233,389,1714,0,93,516,0,0,1852,129,1177,0
27,EURE,681,VERNON,13027,8889,8572,0,750,1902,0,0,724,0,2811,0,266,2034,85
27,EURE,701,VAL-DE-REUIL,5381,3092,2964,73,251,989,0,66,287,0,0,644,40,614,0
28,EURE-ET-LOIR,85,CHARTRES,22358,14596,14085,418,774,0,357,4889,1012,0,3928,204,494,2009,0
28,EURE-ET-LOIR,88,CHATEAUDUN,8984,5830,5537,0,624,0,0,0,1518,0,0,1612,762,1021,0
28,EURE-ET-LOIR,134,DREUX,15599,9062,8837,158,19,2210,0,745,214,0,2551,0,195,2745,0
28,EURE-ET-LOIR,218,LUCE,11610,7022,6647,252,559,0,1680,94,485,0,0,1403,405,1769,0
28,EURE-ET-LOIR,229,MAINVILLIERS,6127,3991,3767,138,274,0,1077,70,303,0,0,867,178,860,0
28,EURE-ET-LOIR,280,NOGENT-LE-ROTROU,8316,5648,5375,139,179,0,1936,51,299,0,0,1806,171,794,0
28,EURE-ET-LOIR,404,VERNOUILLET,6109,3708,3558,101,2,984,0,255,114,0,694,0,116,1292,0
29,FINISTERE,19,BREST,87900,56335,54500,2756,3714,16992,0,2132,3816,1066,9692,7912,1405,5015,0
29,FINISTERE,39,CONCARNEAU,14492,9343,8910,0,1097,3218,0,0,715,207,0,0,2750,923,0
29,FINISTERE,46,DOUARNENEZ,12463,8182,7854,0,1396,1793,0,0,742,0,0,3128,183,612,0
29,FINISTERE,75,GUIPAVAS,8761,6310,6039,0,466,1983,0,0,559,128,2264,0,172,467,0
29,FINISTERE,103,LANDERNEAU,9820,6800,6597,0,259,2868,0,0,705,65,2189,0,145,366,0
29,FINISTERE,151,MORLAIX,10550,7214,6981,0,696,2527,0,0,576,129,0,2520,101,432,0
29,FINISTERE,189,PLOUGASTEL-DAOULAS,8847,6106,5889,0,185,2478,0,0,261,182,0,2232,141,410,0
29,FINISTERE,212,PLOUZANE,7968,5615,5392,274,310,1828,0,0,539,95,792,592,520,442,0
29,FINISTERE,232,QUIMPER,40329,27697,26647,556,2264,8616,0,0,2690,607,9330,0,401,2183,0
29,FINISTERE,233,QUIMPERLE,7675,5171,4988,0,487,2289,0,0,305,95,0,0,1519,293,0
29,FINISTERE,235,LE RELECQ-KERHUON,7699,5502,5314,0,677,1882,0,0,473,122,1561,0,109,490,0
30,GARD,7,ALES,26155,17764,17030,427,4568,2846,0,235,575,483,1650,2775,557,2914,0
30,GARD,28,BAGNOLS-SUR-CEZE,11832,7841,7519,0,711,2248,0,120,238,109,1564,0,818,1711,0
30,GARD,32,BEAUCAIRE,8267,5847,5634,39,1027,754,0,48,90,103,0,2194,92,1264,23
30,GARD,189,NIMES,77374,49690,47753,151,10490,7932,0,90,1837,1441,0,12380,1674,11652,106
30,GARD,202,PONT-SAINT-ESPRIT,6512,4661,4485,0,368,768,0,65,149,70,586,0,1611,868,0
30,GARD,258,SAINT-GILLES,7443,4572,4382,35,424,755,0,61,64,99,0,1345,57,1510,32
30,GARD,341,VAUVERT,6704,4534,4280,57,546,1075,0,59,62,121,0,1077,71,1178,34
30,GARD,351,VILLENEUVE-LES-AVIGNON,7976,5745,5483,0,403,1053,0,99,373,168,2153,0,375,859,0
31,HAUTE-GARONNE,44,BALMA,8349,6179,5871,170,319,2018,0,248,346,85,1767,0,185,733,0
31,HAUTE-GARONNE,69,BLAGNAC,12031,8468,8050,653,755,2726,0,0,75,231,2033,0,643,934,0
31,HAUTE-GARONNE,113,CASTANET-TOLOSAN,5979,4580,4358,219,411,1728,0,101,350,8,0,1086,81,374,0
31,HAUTE-GARONNE,149,COLOMIERS,18255,13062,12478,796,1220,5052,0,0,139,422,2683,0,642,1524,0
31,HAUTE-GARONNE,157,CUGNAUX,8145,5768,5519,254,318,2316,0,61,172,157,0,1057,513,671,0
31,HAUTE-GARONNE,395,MURET,12418,8784,8415,369,576,3014,0,115,162,127,0,2691,129,1232,0
31,HAUTE-GARONNE,424,PLAISANCE-DU-TOUCH,7935,5862,5622,501,472,2043,0,101,120,75,0,1449,86,775,0
31,HAUTE-GARONNE,446,RAMONVILLE-SAINT-AGNE,8340,5936,5730,200,330,2242,0,117,568,9,0,1597,155,512,0
31,HAUTE-GARONNE,483,SAINT-GAUDENS,8653,5613,5270,119,253,1999,0,0,184,69,1768,0,336,542,0
31,HAUTE-GARONNE,506,SAINT-ORENS-DE-GAMEVILLE,6805,5560,5282,220,614,1681,0,119,336,7,0,1564,165,576,0
31,HAUTE-GARONNE,555,TOULOUSE,207725,128414,124015,6792,9920,27751,0,2804,14405,1000,17609,24521,2879,16271,63
31,HAUTE-GARONNE,557,TOURNEFEUILLE,12541,9319,8935,622,622,2965,0,204,234,150,0,2737,174,1227,0
31,HAUTE-GARONNE,561,L'UNION,9496,6754,6440,216,469,2392,0,192,377,56,1719,0,136,883,0
32,GERS,13,AUCH,15078,10353,9894,342,788,4016,0,181,561,8,2910,0,231,857,0
33,GIRONDE,3,AMBARES-ET-LAGRAVE,6845,4941,4676,260,454,1401,0,512,220,0,875,0,243,711,0
33,GIRONDE,9,ARCACHON,10016,6333,6139,0,304,1372,0,0,273,10,0,1868,1553,759,0
33,GIRONDE,39,BEGLES,14452,10155,9859,248,3087,0,0,99,3974,0,1361,0,229,861,0
33,GIRONDE,56,BLANQUEFORT,8449,5789,5526,148,475,1923,0,93,343,102,0,1536,220,686,0
33,GIRONDE,63,BORDEAUX,112484,73057,70566,2037,4839,16808,0,555,6842,1675,26186,0,4040,7584,0
33,GIRONDE,69,LE BOUSCAT,14245,9914,9510,290,682,2493,0,94,447,97,3730,0,625,1052,0
33,GIRONDE,75,BRUGES,6458,4524,4279,161,350,1251,0,43,311,60,1324,0,264,515,0
33,GIRONDE,119,CENON,11434,7853,7597,398,874,2515,0,952,324,0,1068,0,198,1268,0
33,GIRONDE,122,CESTAS,11957,9013,8706,231,547,4855,0,0,439,21,1715,0,214,684,0
33,GIRONDE,162,EYSINES,11432,7760,7454,134,418,2899,0,136,345,122,0,2299,262,839,0
33,GIRONDE,167,FLOIRAC,9911,6333,6104,297,907,1653,0,939,330,0,904,0,163,911,0
33,GIRONDE,192,GRADIGNAN,14234,9705,9302,357,684,3439,0,0,702,47,2861,0,387,825,0
33,GIRONDE,199,GUJAN-MESTRAS,9994,6694,6399,0,315,2243,0,0,343,11,0,1394,1160,933,0
33,GIRONDE,243,LIBOURNE,14516,10058,9674,0,457,4342,0,0,512,66,2892,0,159,1246,0
33,GIRONDE,249,LORMONT,10081,6681,6369,427,678,1808,0,769,383,0,924,0,202,1178,0
33,GIRONDE,281,MERIGNAC,36786,25158,24235,757,1748,9932,0,341,1454,23,0,6625,768,2587,0
33,GIRONDE,318,PESSAC,33755,22385,21460,742,1650,8614,0,0,1555,72,5650,0,891,2286,0
33,GIRONDE,449,SAINT-MEDARD-EN-JALLES,17168,12237,11613,523,830,4179,0,199,724,16,0,3432,538,1172,0
33,GIRONDE,522,TALENCE,19287,12976,12478,545,1070,0,0,358,4786,0,3867,0,617,1235,0
33,GIRONDE,529,LA TESTE-DE-BUCH,15371,10474,10085,0,499,2784,0,0,426,13,0,1498,3630,1235,0
33,GIRONDE,550,VILLENAVE-D'ORNON,16864,11991,11467,571,1778,0,0,193,4183,0,3020,0,412,1310,0
34,HERAULT,3,AGDE,14404,10435,10082,0,1340,2928,0,365,495,0,0,2071,165,2673,45
34,HERAULT,32,BEZIERS,47567,30713,29389,323,3489,7209,0,396,703,745,0,8201,644,7576,103
34,HERAULT,57,CASTELNAU-LE-LEZ,9510,6728,6499,0,332,1528,0,63,333,172,733,0,2359,961,18
34,HERAULT,108,FRONTIGNAN,12391,8308,7942,0,2111,1586,0,207,708,0,0,1499,175,1616,40
34,HERAULT,129,LATTES,8357,6135,5911,273,347,1287,0,14,327,185,0,1987,134,1357,0
34,HERAULT,145,LUNEL,12501,8425,8015,0,856,1923,0,130,361,224,1268,0,845,2347,61
34,HERAULT,154,MAUGUIO,10107,6868,6517,0,556,1909,0,109,336,176,1067,0,997,1331,36
34,HERAULT,172,MONTPELLIER,110264,71850,69234,4198,5167,20405,0,1609,2922,1874,8202,9236,3108,12310,203
34,HERAULT,301,SETE,30557,21189,20497,0,6920,2517,0,363,1220,0,0,5958,290,3129,100
35,ILLE-ET-VILAINE,47,BRUZ,7359,4999,4750,260,294,1430,0,0,470,142,0,1793,89,272,0
35,ILLE-ET-VILAINE,51,CESSON-SEVIGNE,10528,7245,6987,325,342,2040,0,92,646,12,0,2907,224,399,0
35,ILLE-ET-VILAINE,93,DINARD,7545,4935,4717,130,264,1031,81,0,612,128,0,1766,135,550,20
35,ILLE-ET-VILAINE,115,FOUGERES,16232,10553,9879,394,842,2977,0,79,830,46,0,3818,253,640,0
35,ILLE-ET-VILAINE,236,REDON,6355,4150,4012,127,304,1242,0,0,183,226,0,1676,51,203,0
35,ILLE-ET-VILAINE,238,RENNES,112348,68661,66446,4913,4500,24763,0,149,6223,407,5692,12466,2844,4489,0
35,ILLE-ET-VILAINE,288,SAINT-MALO,36770,23519,22493,551,1217,4896,643,0,2519,917,0,9144,518,1986,102
35,ILLE-ET-VILAINE,360,VITRE,11071,7320,6873,335,223,1470,0,65,497,13,0,3688,199,383,0
36,INDRE,44,CHATEAUROUX,33273,22061,20797,0,1745,7553,0,423,1031,472,0,6145,529,2899,0
36,INDRE,88,ISSOUDUN,9747,7025,6713,0,523,3311,0,0,427,68,0,1704,0,680,0
37,INDRE-ET-LOIRE,3,AMBOISE,7395,5125,4904,156,181,1578,0,0,227,26,1960,0,203,573,0
37,INDRE-ET-LOIRE,50,CHAMBRAY-LES-TOURS,6211,4079,3885,143,225,1147,0,57,232,0,0,1444,169,468,0
37,INDRE-ET-LOIRE,122,JOUE-LES-TOURS,23851,15017,14354,538,674,4562,0,590,1044,0,0,4463,372,2111,0
37,INDRE-ET-LOIRE,195,LA RICHE,4525,2867,2761,127,239,809,0,82,241,0,0,716,73,474,0
37,INDRE-ET-LOIRE,208,SAINT-AVERTIN,9787,6680,6366,245,415,1883,0,92,440,0,0,2282,281,728,0
37,INDRE-ET-LOIRE,214,SAINT-CYR-SUR-LOIRE,11252,7781,7452,255,310,2099,0,0,466,108,3144,0,359,711,0
37,INDRE-ET-LOIRE,233,SAINT-PIERRE-DES-CORPS,10549,7157,6880,273,2681,1558,0,64,327,0,0,895,105,977,0
37,INDRE-ET-LOIRE,261,TOURS,74437,45975,44205,1758,2203,13082,0,476,3043,145,4156,6470,7320,5552,0
